request_id,department,request_type,created_date,status,closed_date,days_open,council_district,priority
SR-102019,Planning,Sign Violation,2026-06-20,Resolved,2026-06-24,4,2,High
SR-100198,Parks & Recreation,Trail Erosion,2026-06-20,Resolved,2026-07-20,30,1,Low
SR-100591,Planning,Zoning Inquiry,2026-06-21,In Progress,,81,2,High
SR-100102,Planning,Sign Violation,2026-06-21,Resolved,2026-07-17,26,4,Low
SR-101116,Public Works,Storm Drain Blocked,2026-06-21,Resolved,2026-07-09,18,1,Low
SR-101660,Parks & Recreation,Park Maintenance,2026-06-21,Resolved,2026-06-21,0,3,Medium
SR-102435,Public Works,Street Light Outage,2026-06-21,Resolved,2026-07-24,33,1,Low
SR-101845,Public Works,Pothole Repair,2026-06-21,Open,,81,5,Low
SR-102147,Code Enforcement,Abandoned Vehicle,2026-06-22,Open,,80,3,High
SR-100935,Water Utilities,Low Water Pressure,2026-06-22,Resolved,2026-07-01,9,3,Low
SR-100779,Water Utilities,Meter Reading Issue,2026-06-22,Resolved,2026-06-28,6,4,Medium
SR-102479,Water Utilities,Meter Reading Issue,2026-06-23,Resolved,2026-06-25,2,2,Low
SR-101560,Water Utilities,Meter Reading Issue,2026-06-23,Closed,2026-06-27,4,4,Low
SR-101693,Water Utilities,Low Water Pressure,2026-06-23,Open,,79,1,Low
SR-100536,Water Utilities,Water Main Break,2026-06-24,Resolved,2026-06-26,2,5,High
SR-100545,Planning,Permit Question,2026-06-24,In Progress,,78,3,Low
SR-100512,Public Works,Street Light Outage,2026-06-24,In Progress,,78,3,Low
SR-101378,Code Enforcement,Illegal Dumping,2026-06-25,In Progress,,77,3,High
SR-102337,Planning,Land Use Complaint,2026-06-25,Resolved,2026-06-26,1,1,High
SR-102441,Code Enforcement,Abandoned Vehicle,2026-06-25,Closed,2026-07-02,7,5,Low
SR-100943,Water Utilities,Low Water Pressure,2026-06-25,Closed,2026-06-27,2,1,Low
SR-101209,Animal Control,Animal Bite Report,2026-06-25,Closed,2026-06-29,4,3,Low
SR-101883,Water Utilities,Water Main Break,2026-06-26,Resolved,2026-07-11,15,1,Low
SR-100920,Public Works,Sidewalk Damage,2026-06-26,Closed,2026-06-28,2,2,Low
SR-101877,Public Works,Street Light Outage,2026-06-26,Closed,2026-07-15,19,2,Medium
SR-100349,Public Works,Sidewalk Damage,2026-06-26,Resolved,2026-07-15,19,1,Low
SR-102070,Code Enforcement,Overgrown Lot,2026-06-26,Resolved,2026-07-17,21,1,Low
SR-100521,Code Enforcement,Abandoned Vehicle,2026-06-26,Open,,76,2,Low
SR-101080,Code Enforcement,Illegal Dumping,2026-06-26,Closed,2026-06-26,0,1,Medium
SR-100090,Code Enforcement,Unsafe Structure,2026-06-26,Closed,2026-07-07,11,5,Medium
SR-102101,Water Utilities,Water Main Break,2026-06-26,Closed,2026-06-26,0,1,Low
SR-100603,Planning,Land Use Complaint,2026-06-27,Closed,2026-06-27,0,5,Medium
SR-101959,Public Works,Street Light Outage,2026-06-27,Closed,2026-06-29,2,2,Low
SR-100756,Water Utilities,Low Water Pressure,2026-06-27,Closed,2026-07-01,4,2,Low
SR-101268,Parks & Recreation,Trail Erosion,2026-06-28,Closed,2026-07-04,6,5,Low
SR-102107,Code Enforcement,Illegal Dumping,2026-06-28,Resolved,2026-06-30,2,2,High
SR-102199,Animal Control,Animal Bite Report,2026-06-28,Closed,2026-06-28,0,5,Medium
SR-100471,Code Enforcement,Unsafe Structure,2026-06-28,Closed,2026-07-03,5,1,Low
SR-101498,Public Works,Street Light Outage,2026-06-28,Closed,2026-07-04,6,5,High
SR-101386,Code Enforcement,Illegal Dumping,2026-06-29,In Progress,,73,1,Medium
SR-101278,Water Utilities,Meter Reading Issue,2026-06-29,Closed,2026-06-30,1,3,Low
SR-101432,Water Utilities,Water Main Break,2026-06-30,Resolved,2026-07-09,9,1,Medium
SR-101306,Animal Control,Stray Animal,2026-06-30,Closed,2026-07-01,1,1,Low
SR-101357,Water Utilities,Meter Reading Issue,2026-06-30,Resolved,2026-07-25,25,5,Low
SR-100961,Animal Control,Animal Bite Report,2026-06-30,Open,,72,2,Medium
SR-102260,Water Utilities,Billing Inquiry,2026-06-30,Open,,72,3,Medium
SR-100794,Animal Control,Stray Animal,2026-07-01,In Progress,,71,2,High
SR-100507,Public Works,Road Debris,2026-07-01,Resolved,2026-07-06,5,5,Medium
SR-100855,Public Works,Sidewalk Damage,2026-07-01,Resolved,2026-07-10,9,4,Medium
SR-100869,Code Enforcement,Noise Complaint,2026-07-01,Resolved,2026-07-08,7,3,Medium
SR-100403,Water Utilities,Meter Reading Issue,2026-07-01,Open,,71,1,Medium
SR-100314,Animal Control,Animal Bite Report,2026-07-01,Closed,2026-07-07,6,5,Low
SR-100728,Water Utilities,Billing Inquiry,2026-07-01,In Progress,,71,4,Low
SR-101968,Code Enforcement,Unsafe Structure,2026-07-02,Resolved,2026-07-07,5,1,Low
SR-100447,Public Works,Street Light Outage,2026-07-02,Closed,2026-07-07,5,2,Medium
SR-100317,Planning,Sign Violation,2026-07-02,In Progress,,70,2,Low
SR-101073,Water Utilities,Low Water Pressure,2026-07-02,Closed,2026-07-03,1,4,Low
SR-102414,Water Utilities,Meter Reading Issue,2026-07-02,Open,,70,4,Low
SR-100211,Code Enforcement,Illegal Dumping,2026-07-03,Closed,2026-09-08,67,3,Low
SR-100500,Code Enforcement,Abandoned Vehicle,2026-07-03,Resolved,2026-07-21,18,3,Medium
SR-100402,Water Utilities,Water Main Break,2026-07-03,Closed,2026-07-03,0,4,Medium
SR-100635,Planning,Land Use Complaint,2026-07-04,Closed,2026-07-07,3,1,Low
SR-101143,Water Utilities,Meter Reading Issue,2026-07-04,Resolved,2026-08-08,35,2,High
SR-101263,Parks & Recreation,Trail Erosion,2026-07-04,Resolved,2026-07-30,26,2,High
SR-100539,Water Utilities,Water Main Break,2026-07-04,Closed,2026-07-05,1,3,High
SR-100742,Public Works,Road Debris,2026-07-04,Resolved,2026-07-04,0,2,Low
SR-100679,Code Enforcement,Overgrown Lot,2026-07-05,Closed,2026-08-07,33,1,Medium
SR-101702,Planning,Sign Violation,2026-07-06,Closed,2026-07-14,8,1,Low
SR-100146,Code Enforcement,Overgrown Lot,2026-07-06,Resolved,2026-07-20,14,1,Low
SR-102302,Public Works,Road Debris,2026-07-06,Resolved,2026-07-08,2,2,Low
SR-102386,Public Works,Storm Drain Blocked,2026-07-06,In Progress,,66,4,Low
SR-100485,Animal Control,Barking Complaint,2026-07-07,Resolved,2026-07-08,1,4,Low
SR-102201,Public Works,Sidewalk Damage,2026-07-07,Open,,65,3,Medium
SR-102269,Parks & Recreation,Playground Equipment Damage,2026-07-07,Resolved,2026-07-20,13,3,Low
SR-102449,Public Works,Pothole Repair,2026-07-08,Resolved,2026-07-13,5,3,Medium
SR-102115,Code Enforcement,Overgrown Lot,2026-07-08,Resolved,2026-07-12,4,5,Low
SR-100253,Parks & Recreation,Park Maintenance,2026-07-08,Closed,2026-08-05,28,4,Low
SR-101967,Public Works,Sidewalk Damage,2026-07-08,Closed,2026-07-10,2,5,Low
SR-100978,Parks & Recreation,Trail Erosion,2026-07-09,Closed,2026-07-11,2,3,High
SR-101356,Animal Control,Stray Animal,2026-07-09,Resolved,2026-07-27,18,4,Low
SR-101245,Code Enforcement,Abandoned Vehicle,2026-07-09,Closed,2026-07-16,7,3,High
SR-100945,Animal Control,Animal Bite Report,2026-07-10,Closed,2026-07-17,7,3,Low
SR-100786,Code Enforcement,Unsafe Structure,2026-07-10,Resolved,2026-07-19,9,2,Medium
SR-100008,Public Works,Street Light Outage,2026-07-10,Closed,2026-08-12,33,4,Low
SR-100223,Water Utilities,Meter Reading Issue,2026-07-10,Closed,2026-07-17,7,4,Medium
SR-100801,Water Utilities,Low Water Pressure,2026-07-10,Closed,2026-07-14,4,2,Low
SR-102036,Planning,Land Use Complaint,2026-07-10,In Progress,,62,2,High
SR-102032,Code Enforcement,Noise Complaint,2026-07-11,In Progress,,61,1,Medium
SR-100872,Code Enforcement,Overgrown Lot,2026-07-11,Closed,2026-08-04,24,3,Medium
SR-101342,Public Works,Road Debris,2026-07-11,Resolved,2026-07-23,12,5,Medium
SR-101580,Public Works,Pothole Repair,2026-07-11,Closed,2026-07-12,1,1,Low
SR-101655,Animal Control,Wildlife Concern,2026-07-11,Open,,61,4,Medium
SR-102333,Public Works,Street Light Outage,2026-07-12,Closed,2026-07-24,12,2,Medium
SR-100425,Public Works,Street Light Outage,2026-07-12,Closed,2026-07-15,3,2,Low
SR-101164,Public Works,Road Debris,2026-07-12,Closed,2026-09-09,59,4,Low
SR-100151,Planning,Sign Violation,2026-07-12,In Progress,,60,3,Low
SR-100080,Parks & Recreation,Playground Equipment Damage,2026-07-12,Closed,2026-07-12,0,3,Medium
SR-100509,Planning,Sign Violation,2026-07-12,Resolved,2026-07-17,5,5,Low
SR-101107,Water Utilities,Water Main Break,2026-07-12,Resolved,2026-07-16,4,5,Low
SR-101212,Parks & Recreation,Park Maintenance,2026-07-12,Closed,2026-08-30,49,2,Medium
SR-102487,Planning,Zoning Inquiry,2026-07-13,Resolved,2026-07-23,10,3,Low
SR-100909,Parks & Recreation,Tree Trimming Request,2026-07-13,Open,,59,5,Low
SR-100740,Public Works,Sidewalk Damage,2026-07-13,Open,,59,5,Low
SR-100479,Planning,Permit Question,2026-07-13,Closed,2026-07-18,5,4,Medium
SR-101639,Public Works,Road Debris,2026-07-14,Closed,2026-07-14,0,3,Low
SR-101497,Public Works,Road Debris,2026-07-14,Resolved,2026-07-14,0,5,Low
SR-102011,Public Works,Sidewalk Damage,2026-07-14,Closed,2026-07-20,6,1,High
SR-101062,Planning,Permit Question,2026-07-15,In Progress,,57,3,Medium
SR-101159,Public Works,Pothole Repair,2026-07-15,Closed,2026-07-15,0,3,Medium
SR-101214,Parks & Recreation,Tree Trimming Request,2026-07-15,Resolved,2026-07-19,4,2,Low
SR-100290,Parks & Recreation,Tree Trimming Request,2026-07-15,In Progress,,57,1,Medium
SR-100470,Water Utilities,Billing Inquiry,2026-07-15,Resolved,2026-07-30,15,1,Low
SR-100003,Public Works,Pothole Repair,2026-07-15,Resolved,2026-07-23,8,4,High
SR-102254,Animal Control,Wildlife Concern,2026-07-15,Open,,57,2,Low
SR-100007,Public Works,Pothole Repair,2026-07-16,Resolved,2026-07-29,13,2,Medium
SR-101417,Code Enforcement,Illegal Dumping,2026-07-16,Closed,2026-07-31,15,2,Low
SR-101852,Water Utilities,Low Water Pressure,2026-07-17,Closed,2026-07-31,14,3,Low
SR-100802,Parks & Recreation,Park Maintenance,2026-07-17,Closed,2026-07-18,1,5,Low
SR-102156,Water Utilities,Billing Inquiry,2026-07-17,Resolved,2026-07-25,8,3,Medium
SR-101622,Code Enforcement,Unsafe Structure,2026-07-17,In Progress,,55,1,Medium
SR-100036,Public Works,Road Debris,2026-07-17,Resolved,2026-08-12,26,2,Low
SR-100668,Animal Control,Wildlife Concern,2026-07-17,Open,,55,1,High
SR-100558,Public Works,Street Light Outage,2026-07-18,Resolved,2026-07-24,6,5,Medium
SR-101752,Animal Control,Animal Bite Report,2026-07-18,Open,,54,1,Low
SR-101106,Code Enforcement,Overgrown Lot,2026-07-18,Open,,54,2,Medium
SR-101806,Public Works,Street Light Outage,2026-07-19,Resolved,2026-07-24,5,1,Medium
SR-101490,Water Utilities,Low Water Pressure,2026-07-19,Resolved,2026-08-06,18,2,Low
SR-102193,Public Works,Road Debris,2026-07-19,Resolved,2026-07-25,6,4,Medium
SR-101791,Code Enforcement,Abandoned Vehicle,2026-07-19,Resolved,2026-07-23,4,3,High
SR-100658,Public Works,Sidewalk Damage,2026-07-20,Resolved,2026-07-27,7,2,Low
SR-101395,Public Works,Sidewalk Damage,2026-07-20,Resolved,2026-07-20,0,5,Low
SR-100733,Animal Control,Stray Animal,2026-07-20,Closed,2026-08-02,13,3,High
SR-101920,Animal Control,Wildlife Concern,2026-07-20,In Progress,,52,1,Low
SR-101310,Water Utilities,Low Water Pressure,2026-07-20,Resolved,2026-08-02,13,5,Medium
SR-101006,Public Works,Sidewalk Damage,2026-07-21,Resolved,2026-08-07,17,2,Medium
SR-102251,Water Utilities,Billing Inquiry,2026-07-21,Closed,2026-08-08,18,2,High
SR-100004,Public Works,Sidewalk Damage,2026-07-21,Resolved,2026-09-08,49,5,Medium
SR-102278,Code Enforcement,Unsafe Structure,2026-07-21,Closed,2026-07-22,1,1,Medium
SR-100579,Water Utilities,Meter Reading Issue,2026-07-21,In Progress,,51,1,Low
SR-100547,Water Utilities,Billing Inquiry,2026-07-21,Open,,51,3,Low
SR-101488,Planning,Land Use Complaint,2026-07-21,Open,,51,2,Medium
SR-101981,Parks & Recreation,Park Maintenance,2026-07-22,Closed,2026-07-22,0,4,Medium
SR-101930,Planning,Permit Question,2026-07-22,Resolved,2026-07-27,5,1,Medium
SR-102121,Public Works,Street Light Outage,2026-07-22,In Progress,,50,2,Low
SR-100996,Public Works,Pothole Repair,2026-07-23,Resolved,2026-07-24,1,3,High
SR-100066,Animal Control,Wildlife Concern,2026-07-23,Closed,2026-07-24,1,2,Low
SR-101575,Animal Control,Wildlife Concern,2026-07-23,In Progress,,49,4,Low
SR-100649,Code Enforcement,Illegal Dumping,2026-07-23,Open,,49,4,Medium
SR-101131,Code Enforcement,Overgrown Lot,2026-07-23,Closed,2026-07-27,4,2,Low
SR-101068,Code Enforcement,Overgrown Lot,2026-07-24,Resolved,2026-07-25,1,1,High
SR-101634,Water Utilities,Meter Reading Issue,2026-07-24,Closed,2026-07-29,5,4,Medium
SR-102281,Code Enforcement,Abandoned Vehicle,2026-07-24,Closed,2026-07-24,0,1,Medium
SR-100820,Animal Control,Wildlife Concern,2026-07-24,Closed,2026-07-29,5,4,Medium
SR-102120,Animal Control,Stray Animal,2026-07-25,Open,,47,1,Medium
SR-102348,Public Works,Road Debris,2026-07-25,Closed,2026-08-01,7,4,Medium
SR-100444,Public Works,Sidewalk Damage,2026-07-25,Closed,2026-07-30,5,3,Medium
SR-100548,Code Enforcement,Overgrown Lot,2026-07-25,Resolved,2026-08-08,14,2,Medium
SR-100599,Public Works,Sidewalk Damage,2026-07-27,Open,,45,5,Low
SR-102228,Public Works,Road Debris,2026-07-27,In Progress,,45,3,Medium
SR-102040,Parks & Recreation,Park Maintenance,2026-07-27,Resolved,2026-09-03,38,3,Low
SR-101140,Public Works,Storm Drain Blocked,2026-07-27,Resolved,2026-07-31,4,1,High
SR-101418,Water Utilities,Water Main Break,2026-07-27,Resolved,2026-08-17,21,3,Low
SR-101034,Animal Control,Wildlife Concern,2026-07-27,Closed,2026-07-29,2,3,Medium
SR-100276,Code Enforcement,Noise Complaint,2026-07-28,Resolved,2026-08-09,12,3,Low
SR-100755,Public Works,Sidewalk Damage,2026-07-28,Closed,2026-08-02,5,4,Medium
SR-100232,Code Enforcement,Unsafe Structure,2026-07-29,Resolved,2026-09-12,45,5,Medium
SR-100172,Planning,Zoning Inquiry,2026-07-29,Closed,2026-08-01,3,2,Low
SR-101750,Code Enforcement,Abandoned Vehicle,2026-07-29,Open,,43,2,Medium
SR-101936,Water Utilities,Low Water Pressure,2026-07-29,In Progress,,43,2,High
SR-100736,Water Utilities,Low Water Pressure,2026-07-29,Resolved,2026-08-13,15,1,Low
SR-101879,Water Utilities,Billing Inquiry,2026-07-29,Closed,2026-07-29,0,3,High
SR-102311,Public Works,Road Debris,2026-07-29,Resolved,2026-09-16,49,4,Low
SR-101761,Code Enforcement,Noise Complaint,2026-07-29,Open,,43,1,High
SR-102467,Public Works,Street Light Outage,2026-07-29,Closed,2026-08-01,3,4,Medium
SR-101688,Parks & Recreation,Trail Erosion,2026-07-30,Resolved,2026-08-07,8,5,Low
SR-102268,Public Works,Sidewalk Damage,2026-07-30,In Progress,,42,1,High
SR-101430,Water Utilities,Water Main Break,2026-07-30,Resolved,2026-08-03,4,4,High
SR-102373,Water Utilities,Meter Reading Issue,2026-07-30,Resolved,2026-08-29,30,5,Low
SR-102086,Public Works,Road Debris,2026-07-31,Closed,2026-08-05,5,3,Low
SR-102059,Water Utilities,Low Water Pressure,2026-07-31,Open,,41,1,Medium
SR-101512,Code Enforcement,Illegal Dumping,2026-07-31,In Progress,,41,3,Medium
SR-100088,Public Works,Road Debris,2026-08-01,Closed,2026-08-20,19,4,High
SR-100787,Code Enforcement,Unsafe Structure,2026-08-01,Resolved,2026-08-01,0,5,Medium
SR-101807,Animal Control,Barking Complaint,2026-08-01,In Progress,,40,5,Medium
SR-101066,Public Works,Road Debris,2026-08-01,Resolved,2026-08-20,19,2,Low
SR-100383,Code Enforcement,Abandoned Vehicle,2026-08-02,Resolved,2026-09-10,39,3,Low
SR-101762,Planning,Zoning Inquiry,2026-08-02,Open,,39,2,Medium
SR-101481,Water Utilities,Billing Inquiry,2026-08-03,Resolved,2026-08-06,3,3,Medium
SR-101298,Animal Control,Stray Animal,2026-08-03,In Progress,,38,3,Low
SR-100454,Public Works,Street Light Outage,2026-08-03,Resolved,2026-08-13,10,3,Low
SR-100176,Code Enforcement,Overgrown Lot,2026-08-03,Open,,38,1,Low
SR-102387,Planning,Zoning Inquiry,2026-08-04,Open,,37,4,Medium
SR-101454,Planning,Permit Question,2026-08-04,In Progress,,37,3,Low
SR-101448,Water Utilities,Low Water Pressure,2026-08-04,In Progress,,37,2,Medium
SR-100249,Code Enforcement,Illegal Dumping,2026-08-04,Closed,2026-08-06,2,2,Low
SR-101786,Planning,Zoning Inquiry,2026-08-04,Closed,2026-08-04,0,3,Medium
SR-102334,Planning,Permit Question,2026-08-04,Resolved,2026-08-17,13,4,Low
SR-100726,Parks & Recreation,Tree Trimming Request,2026-08-05,Open,,36,3,Medium
SR-101296,Water Utilities,Meter Reading Issue,2026-08-05,Closed,2026-08-11,6,5,Low
SR-102035,Public Works,Storm Drain Blocked,2026-08-05,Open,,36,4,Low
SR-101242,Parks & Recreation,Park Maintenance,2026-08-06,Resolved,2026-08-21,15,4,High
SR-102227,Public Works,Sidewalk Damage,2026-08-06,Resolved,2026-09-11,36,2,Medium
SR-101110,Planning,Zoning Inquiry,2026-08-06,Resolved,2026-08-20,14,3,Medium
SR-100767,Public Works,Pothole Repair,2026-08-06,Resolved,2026-09-01,26,2,High
SR-101828,Public Works,Sidewalk Damage,2026-08-06,Closed,2026-08-07,1,1,Low
SR-101083,Public Works,Pothole Repair,2026-08-07,Open,,34,5,Low
SR-100247,Planning,Permit Question,2026-08-07,Resolved,2026-08-24,17,3,Medium
SR-101926,Public Works,Pothole Repair,2026-08-07,In Progress,,34,1,Low
SR-100513,Water Utilities,Meter Reading Issue,2026-08-07,Resolved,2026-09-27,51,1,Low
SR-102175,Animal Control,Barking Complaint,2026-08-07,Resolved,2026-08-25,18,4,Low
SR-101506,Code Enforcement,Noise Complaint,2026-08-07,In Progress,,34,4,High
SR-101136,Code Enforcement,Unsafe Structure,2026-08-08,Closed,2026-08-18,10,2,High
SR-101913,Public Works,Sidewalk Damage,2026-08-08,Open,,33,3,Low
SR-101179,Public Works,Sidewalk Damage,2026-08-09,Closed,2026-08-22,13,2,Low
SR-100776,Water Utilities,Meter Reading Issue,2026-08-09,In Progress,,32,4,High
SR-101661,Animal Control,Animal Bite Report,2026-08-09,In Progress,,32,5,Medium
SR-100804,Public Works,Sidewalk Damage,2026-08-09,Closed,2026-08-17,8,2,Medium
SR-100484,Public Works,Storm Drain Blocked,2026-08-09,Open,,32,3,Low
SR-100032,Planning,Zoning Inquiry,2026-08-10,Closed,2026-09-11,32,4,Medium
SR-100831,Code Enforcement,Overgrown Lot,2026-08-11,Resolved,2026-08-20,9,4,Low
SR-100637,Public Works,Storm Drain Blocked,2026-08-12,In Progress,,29,4,High
SR-102263,Public Works,Storm Drain Blocked,2026-08-12,Resolved,2026-08-28,16,1,Low
SR-100569,Water Utilities,Low Water Pressure,2026-08-12,Resolved,2026-08-22,10,4,High
SR-101613,Animal Control,Wildlife Concern,2026-08-13,Closed,2026-09-08,26,1,Medium
SR-101766,Planning,Permit Question,2026-08-13,Closed,2026-09-04,22,3,Low
SR-101563,Parks & Recreation,Trail Erosion,2026-08-14,In Progress,,27,2,High
SR-101938,Planning,Permit Question,2026-08-14,In Progress,,27,3,Low
SR-101919,Animal Control,Wildlife Concern,2026-08-14,Closed,2026-09-05,22,1,Low
SR-101801,Water Utilities,Low Water Pressure,2026-08-14,Closed,2026-08-24,10,4,Low
SR-101248,Planning,Land Use Complaint,2026-08-15,Resolved,2026-08-15,0,1,Low
SR-100474,Public Works,Sidewalk Damage,2026-08-15,Closed,2026-08-16,1,4,Medium
SR-101343,Public Works,Pothole Repair,2026-08-15,Closed,2026-08-18,3,1,Medium
SR-102290,Parks & Recreation,Playground Equipment Damage,2026-08-15,Resolved,2026-08-15,0,5,Medium
SR-100532,Water Utilities,Meter Reading Issue,2026-08-16,Open,,25,3,Medium
SR-100324,Public Works,Pothole Repair,2026-08-16,In Progress,,25,4,Medium
SR-100446,Parks & Recreation,Tree Trimming Request,2026-08-16,Resolved,2026-08-18,2,5,Low
SR-101504,Water Utilities,Billing Inquiry,2026-08-16,Open,,25,2,Low
SR-102045,Animal Control,Barking Complaint,2026-08-16,Resolved,2026-08-28,12,4,High
SR-101511,Public Works,Road Debris,2026-08-17,Closed,2026-09-22,36,1,Low
SR-101925,Code Enforcement,Unsafe Structure,2026-08-17,In Progress,,24,3,Medium
SR-101030,Animal Control,Barking Complaint,2026-08-18,Open,,23,1,Medium
SR-102161,Code Enforcement,Overgrown Lot,2026-08-18,Open,,23,5,Medium
SR-102375,Planning,Land Use Complaint,2026-08-18,Closed,2026-09-07,20,2,Medium
SR-101279,Water Utilities,Low Water Pressure,2026-08-18,Closed,2026-08-20,2,4,Medium
SR-102372,Water Utilities,Water Main Break,2026-08-18,In Progress,,23,1,High
SR-100574,Public Works,Road Debris,2026-08-19,In Progress,,22,5,Medium
SR-100997,Water Utilities,Low Water Pressure,2026-08-19,In Progress,,22,2,Low
SR-101435,Public Works,Storm Drain Blocked,2026-08-19,Closed,2026-08-20,1,2,Medium
SR-101103,Public Works,Storm Drain Blocked,2026-08-19,Resolved,2026-08-24,5,5,Low
SR-102453,Parks & Recreation,Park Maintenance,2026-08-19,Open,,22,2,Low
SR-102497,Public Works,Pothole Repair,2026-08-20,Resolved,2026-09-07,18,4,Low
SR-101069,Water Utilities,Low Water Pressure,2026-08-20,Closed,2026-08-26,6,3,Low
SR-100354,Water Utilities,Water Main Break,2026-08-21,In Progress,,20,5,Medium
SR-100682,Water Utilities,Meter Reading Issue,2026-08-21,Resolved,2026-08-28,7,5,Low
SR-102067,Code Enforcement,Unsafe Structure,2026-08-21,In Progress,,20,2,Low
SR-102401,Code Enforcement,Illegal Dumping,2026-08-21,Resolved,2026-09-20,30,5,High
SR-101012,Public Works,Street Light Outage,2026-08-21,Resolved,2026-08-22,1,3,Medium
SR-102112,Parks & Recreation,Park Maintenance,2026-08-21,In Progress,,20,4,Medium
SR-100277,Water Utilities,Water Main Break,2026-08-21,In Progress,,20,3,Low
SR-101898,Public Works,Sidewalk Damage,2026-08-22,Closed,2026-09-01,10,5,Low
